n_CF,n_CT,n_TC,n_BW,n_DC,n_SC,n_NC,n_paragraphs,paragraph_0p,paragraph_25p,paragraph_75p,paragraph_100p,filename
1,0,0,0,0,6,11,17,No categories identified.,CF - Contribution flow,SC - Submit the changes,No categories identified.,OISF@suricata.xlsx
2,0,0,5,1,17,7,31,BW - Build local workspace,SC - Submit the changes,SC - Submit the changes,SC - Submit the changes,OSGeo@gdal.xlsx
5,0,0,3,19,8,34,68,No categories identified.,DC - Deal with the code,DC - Deal with the code,DC - Deal with the code,OWASP@CheatSheetSeries.xlsx
4,0,0,5,5,18,12,43,No categories identified.,SC - Submit the changes,SC - Submit the changes,SC - Submit the changes,OWASP@owasp-mstg.xlsx
10,0,0,3,3,11,27,53,No categories identified.,No categories identified.,CF - Contribution flow,CF - Contribution flow,OWASP@wstg.xlsx
1,0,0,3,3,6,3,15,No categories identified.,SC - Submit the changes,SC - Submit the changes,SC - Submit the changes,Ocramius@ProxyManager.xlsx
8,0,1,6,6,46,114,180,No categories identified.,No categories identified.,No categories identified.,SC - Submit the changes,OctoPrint@OctoPrint.xlsx
0,0,1,4,0,1,4,9,No categories identified.,No categories identified.,BW - Build local workspace,BW - Build local workspace,OfficeDev@Open-XML-SDK.xlsx
17,1,0,8,4,54,37,120,No categories identified.,No categories identified.,SC - Submit the changes,SC - Submit the changes,OfficeDev@TrainingContent.xlsx
2,0,0,0,0,2,3,6,No categories identified.,No categories identified.,SC - Submit the changes,SC - Submit the changes,OmniSharp@omnisharp-roslyn.xlsx
0,0,0,0,2,5,4,10,No categories identified.,No categories identified.,DC - Deal with the code,No categories identified.,Open-Web-Analytics@Open-Web-Analytics.xlsx
1,0,0,2,9,29,43,83,No categories identified.,No categories identified.,BW - Build local workspace,SC - Submit the changes,OpenAPITools@openapi-generator.xlsx
0,0,0,0,1,6,7,13,No categories identified.,No categories identified.,SC - Submit the changes,SC - Submit the changes,OpenCover@opencover.xlsx
1,0,0,1,5,18,11,35,No categories identified.,DC - Deal with the code,No categories identified.,No categories identified.,OpenFeign@feign.xlsx
3,0,1,0,1,0,3,7,No categories identified.,DC - Deal with the code,TC - Talk to the community,CF - Contribution flow,OpenGenus@cosmos.xlsx
4,0,0,2,0,3,15,23,CF - Contribution flow,BW - Build local workspace,No categories identified.,CF - Contribution flow,OpenLiveWriter@OpenLiveWriter.xlsx
6,0,0,2,3,18,37,65,No categories identified.,SC - Submit the changes,No categories identified.,No categories identified.,OpenMW@openmw.xlsx
7,2,1,6,9,26,30,80,No categories identified.,No categories identified.,No categories identified.,DC - Deal with the code,OpenMined@PySyft.xlsx
1,0,0,0,15,7,13,35,No categories identified.,DC - Deal with the code,DC - Deal with the code,No categories identified.,OpenNMT@OpenNMT-py.xlsx
0,0,0,0,1,9,9,18,No categories identified.,SC - Submit the changes,SC - Submit the changes,No categories identified.,OpenRA@OpenRA.xlsx
3,3,2,1,0,10,18,36,No categories identified.,No categories identified.,CT - Choose a task,BW - Build local workspace,OpenRefine@OpenRefine.xlsx
3,0,0,0,12,14,9,37,No categories identified.,No categories identified.,SC - Submit the changes,No categories identified.,OpenTSDB@opentsdb.xlsx
7,0,2,5,1,28,69,111,No categories identified.,No categories identified.,No categories identified.,No categories identified.,OpenTTD@OpenTTD.xlsx
2,1,0,3,1,14,6,26,No categories identified.,SC - Submit the changes,SC - Submit the changes,No categories identified.,OpenZeppelin@openzeppelin-contracts.xlsx
0,0,1,0,0,1,4,5,No categories identified.,No categories identified.,TC - Talk to the community,No categories identified.,OptiKey@OptiKey.xlsx
2,1,0,0,1,6,13,22,No categories identified.,No categories identified.,SC - Submit the changes,No categories identified.,OrchardCMS@OrchardCore.xlsx
5,0,0,1,11,4,14,34,No categories identified.,No categories identified.,DC - Deal with the code,DC - Deal with the code,OtterBrowser@otter-browser.xlsx
0,0,0,5,0,12,21,37,No categories identified.,No categories identified.,SC - Submit the changes,SC - Submit the changes,OwlCarousel2@OwlCarousel2.xlsx
2,0,0,1,20,24,25,71,No categories identified.,No categories identified.,SC - Submit the changes,SC - Submit the changes,PHPCompatibility@PHPCompatibility.xlsx
2,0,0,1,3,9,5,19,No categories identified.,SC - Submit the changes,SC - Submit the changes,DC - Deal with the code,PHPOffice@PHPWord.xlsx
1,0,0,0,1,4,3,8,CF - Contribution flow,SC - Submit the changes,SC - Submit the changes,No categories identified.,PHPOffice@PhpSpreadsheet.xlsx
6,0,0,2,0,9,4,20,No categories identified.,SC - Submit the changes,SC - Submit the changes,SC - Submit the changes,PX4@Firmware.xlsx
10,0,0,5,12,25,10,61,CF - Contribution flow,DC - Deal with the code,SC - Submit the changes,No categories identified.,PaddlePaddle@Paddle.xlsx
0,0,0,0,1,10,4,14,No categories identified.,SC - Submit the changes,SC - Submit the changes,SC - Submit the changes,Palakis@obs-ndi.xlsx
0,0,0,2,9,15,14,39,No categories identified.,No categories identified.,SC - Submit the changes,SC - Submit the changes,Palakis@obs-websocket.xlsx
8,0,3,15,36,83,58,202,No categories identified.,SC - Submit the changes,No categories identified.,SC - Submit the changes,PaperMC@Paper.xlsx
4,2,1,0,0,4,19,29,CT - Choose a task,No categories identified.,No categories identified.,TC - Talk to the community,ParabolInc@parabol.xlsx
1,0,0,8,3,14,2,27,No categories identified.,BW - Build local workspace,SC - Submit the changes,SC - Submit the changes,Parallels@vagrant-parallels.xlsx
1,0,0,0,1,0,2,3,No categories identified.,No categories identified.,DC - Deal with the code,DC - Deal with the code,Pathoschild@SMAPI.xlsx
1,0,0,0,0,2,3,5,CF - Contribution flow,SC - Submit the changes,No categories identified.,No categories identified.,PatrickJS@starter.xlsx
3,0,0,0,3,10,13,28,No categories identified.,No categories identified.,SC - Submit the changes,No categories identified.,PhilJay@MPAndroidChart.xlsx
4,0,0,1,0,7,5,16,No categories identified.,BW - Build local workspace,SC - Submit the changes,CF - Contribution flow,PiranhaCMS@piranha.core.xlsx
1,0,0,7,1,18,8,34,No categories identified.,BW - Build local workspace,No categories identified.,SC - Submit the changes,Piwigo@Piwigo.xlsx
2,1,2,0,16,11,55,86,No categories identified.,SC - Submit the changes,No categories identified.,No categories identified.,PocketMine@PocketMine-MP.xlsx
3,0,1,0,3,16,48,70,No categories identified.,No categories identified.,No categories identified.,SC - Submit the changes,PointCloudLibrary@pcl.xlsx
4,1,4,5,6,27,28,74,No categories identified.,No categories identified.,No categories identified.,No categories identified.,Polymer@lit-element.xlsx
1,3,0,0,15,13,12,43,No categories identified.,SC - Submit the changes,DC - Deal with the code,SC - Submit the changes,Polymer@lit-html.xlsx
1,0,0,0,5,13,26,44,No categories identified.,No categories identified.,SC - Submit the changes,DC - Deal with the code,PowerDNS@pdns.xlsx
7,1,0,10,2,14,18,51,No categories identified.,SC - Submit the changes,BW - Build local workspace,SC - Submit the changes,PowerShell@PSReadLine.xlsx
10,4,0,16,7,60,55,151,No categories identified.,No categories identified.,CF - Contribution flow,SC - Submit the changes,PowerShell@PowerShell.xlsx
9,0,0,2,1,8,6,25,No categories identified.,No categories identified.,CF - Contribution flow,SC - Submit the changes,PrestaShop@PrestaShop.xlsx
1,0,0,0,8,5,5,18,No categories identified.,SC - Submit the changes,DC - Deal with the code,SC - Submit the changes,PrismLibrary@Prism.xlsx
0,0,0,0,0,0,4,3,No categories identified.,No categories identified.,No categories identified.,No categories identified.,PrivateBin@PrivateBin.xlsx
2,0,0,0,3,12,12,28,No categories identified.,SC - Submit the changes,DC - Deal with the code,SC - Submit the changes,Project-OSRM@osrm-backend.xlsx
2,0,0,7,1,8,3,20,No categories identified.,SC - Submit the changes,BW - Build local workspace,SC - Submit the changes,Protoqol@Prequel.xlsx
5,0,0,0,10,15,23,52,CF - Contribution flow,No categories identified.,No categories identified.,SC - Submit the changes,Pryaxis@TShock.xlsx
5,2,0,1,11,33,53,104,No categories identified.,No categories identified.,No categories identified.,No categories identified.,PyCQA@bandit.xlsx
0,0,0,3,4,21,16,43,No categories identified.,DC - Deal with the code,SC - Submit the changes,SC - Submit the changes,PyGithub@PyGithub.xlsx
5,0,0,6,18,26,39,93,No categories identified.,No categories identified.,SC - Submit the changes,SC - Submit the changes,PyTorchLightning@pytorch-lightning.xlsx
1,0,0,5,14,49,27,95,No categories identified.,DC - Deal with the code,SC - Submit the changes,SC - Submit the changes,Qiskit@qiskit-terra.xlsx
0,0,0,0,0,5,4,8,No categories identified.,SC - Submit the changes,SC - Submit the changes,No categories identified.,Qoraiche@laravel-mail-editor.xlsx
11,0,1,7,8,63,42,131,No categories identified.,No categories identified.,SC - Submit the changes,No categories identified.,RIOT-OS@RIOT.xlsx
0,0,0,3,26,13,26,67,No categories identified.,No categories identified.,No categories identified.,No categories identified.,ROCm-Developer-Tools@HIP.xlsx
1,0,0,0,28,7,9,44,SC - Submit the changes,DC - Deal with the code,No categories identified.,DC - Deal with the code,RSS-Bridge@rss-bridge.xlsx
3,0,0,4,2,12,8,28,No categories identified.,SC - Submit the changes,BW - Build local workspace,No categories identified.,RaRe-Technologies@gensim.xlsx
1,0,0,8,1,9,5,23,No categories identified.,BW - Build local workspace,SC - Submit the changes,BW - Build local workspace,Raathigesh@majestic.xlsx
2,1,1,1,5,4,12,25,No categories identified.,No categories identified.,No categories identified.,No categories identified.,Radarr@Radarr.xlsx
3,0,0,5,2,3,6,18,No categories identified.,BW - Build local workspace,SC - Submit the changes,No categories identified.,RainLoop@rainloop-webmail.xlsx
1,0,0,0,0,4,8,12,No categories identified.,No categories identified.,CF - Contribution flow,SC - Submit the changes,Ramotion@folding-cell-android.xlsx
1,0,0,0,0,4,8,12,No categories identified.,No categories identified.,CF - Contribution flow,SC - Submit the changes,Ramotion@paper-onboarding-android.xlsx
1,0,0,0,3,8,18,29,No categories identified.,DC - Deal with the code,SC - Submit the changes,No categories identified.,Rapptz@discord.py.xlsx
13,0,0,10,9,40,20,91,No categories identified.,SC - Submit the changes,SC - Submit the changes,No categories identified.,RasaHQ@rasa.xlsx
1,0,0,1,0,3,1,5,BW - Build local workspace,SC - Submit the changes,SC - Submit the changes,No categories identified.,ReactTraining@history.xlsx
6,0,0,12,4,8,16,45,No categories identified.,No categories identified.,BW - Build local workspace,BW - Build local workspace,ReactTraining@react-router.xlsx
1,1,0,0,32,12,38,83,No categories identified.,DC - Deal with the code,DC - Deal with the code,SC - Submit the changes,Reactive-Extensions@RxJS.xlsx
1,0,0,2,8,77,11,98,No categories identified.,SC - Submit the changes,SC - Submit the changes,SC - Submit the changes,ReactiveX@IxJS.xlsx
0,0,0,1,2,9,8,19,No categories identified.,SC - Submit the changes,SC - Submit the changes,No categories identified.,ReactiveX@RxAndroid.xlsx
1,0,0,0,2,10,9,21,No categories identified.,DC - Deal with the code,No categories identified.,No categories identified.,ReactiveX@RxJava.xlsx
0,0,0,0,5,3,5,12,No categories identified.,No categories identified.,DC - Deal with the code,No categories identified.,ReactiveX@RxPHP.xlsx
1,0,0,5,19,90,22,136,No categories identified.,SC - Submit the changes,DC - Deal with the code,SC - Submit the changes,ReactiveX@rxjs.xlsx
1,0,0,0,2,6,8,16,No categories identified.,No categories identified.,SC - Submit the changes,SC - Submit the changes,Real-Serious-Games@C-Sharp-Promise.xlsx
9,0,1,1,1,12,13,36,CF - Contribution flow,SC - Submit the changes,No categories identified.,No categories identified.,Red5@red5-server.xlsx
3,0,0,10,9,14,12,47,No categories identified.,BW - Build local workspace,No categories identified.,SC - Submit the changes,Redocly@redoc.xlsx
1,0,0,0,1,3,5,9,CF - Contribution flow,No categories identified.,SC - Submit the changes,SC - Submit the changes,Redth@PushSharp.xlsx
1,0,0,2,29,25,56,112,No categories identified.,No categories identified.,DC - Deal with the code,SC - Submit the changes,Respect@Validation.xlsx
1,0,1,0,1,2,12,16,No categories identified.,No categories identified.,No categories identified.,No categories identified.,Revolutionary-Games@Thrive.xlsx
1,0,0,0,5,3,8,16,No categories identified.,No categories identified.,No categories identified.,SC - Submit the changes,Rich-Harris@ramjet.xlsx
1,0,0,0,0,3,8,11,No categories identified.,No categories identified.,No categories identified.,No categories identified.,RichardLitt@awesome-styleguides.xlsx
0,0,0,0,0,3,2,4,SC - Submit the changes,SC - Submit the changes,SC - Submit the changes,No categories identified.,RicoSuter@NJsonSchema.xlsx
0,0,0,0,0,3,2,4,SC - Submit the changes,SC - Submit the changes,SC - Submit the changes,No categories identified.,RicoSuter@NSwag.xlsx
0,0,0,1,1,5,4,10,No categories identified.,SC - Submit the changes,SC - Submit the changes,No categories identified.,RobinBuschmann@sequelize-typescript.xlsx
1,0,0,3,2,5,10,20,No categories identified.,SC - Submit the changes,SC - Submit the changes,No categories identified.,Rochester-NRT@RocAlphaGo.xlsx
2,1,0,1,1,4,7,15,No categories identified.,No categories identified.,SC - Submit the changes,SC - Submit the changes,RocketChat@Rocket.Chat.xlsx
1,0,0,6,5,7,45,63,No categories identified.,No categories identified.,DC - Deal with the code,No categories identified.,RocketMap@RocketMap.xlsx
4,1,2,11,8,48,52,125,No categories identified.,No categories identified.,SC - Submit the changes,SC - Submit the changes,Rocketseat@unform.xlsx
3,0,0,0,2,3,22,29,No categories identified.,CF - Contribution flow,SC - Submit the changes,No categories identified.,RockstarLang@rockstar.xlsx
0,1,0,9,10,24,30,73,No categories identified.,DC - Deal with the code,No categories identified.,SC - Submit the changes,SAP@chevrotain.xlsx
0,0,0,0,0,3,6,8,No categories identified.,No categories identified.,SC - Submit the changes,No categories identified.,SSilence@selfoss.xlsx
2,0,2,1,18,6,26,54,No categories identified.,No categories identified.,DC - Deal with the code,No categories identified.,STEllAR-GROUP@hpx.xlsx
3,0,0,0,2,13,15,32,No categories identified.,CF - Contribution flow,No categories identified.,SC - Submit the changes,SUSE@Portus.xlsx
1,0,0,3,4,11,6,24,No categories identified.,SC - Submit the changes,DC - Deal with the code,No categories identified.,SciRuby@daru.xlsx
2,1,0,0,4,1,14,21,No categories identified.,No categories identified.,No categories identified.,CF - Contribution flow,SciRuby@sciruby.xlsx
0,0,0,0,0,1,3,3,No categories identified.,No categories identified.,SC - Submit the changes,SC - Submit the changes,SeleniumHQ@docker-selenium.xlsx
8,3,0,13,40,59,80,202,No categories identified.,BW - Build local workspace,No categories identified.,SC - Submit the changes,Semantic-Org@Semantic-UI-React.xlsx
0,0,0,0,1,8,25,33,No categories identified.,No categories identified.,No categories identified.,No categories identified.,Semantic-Org@Semantic-UI.xlsx
